id,sus_id,country_id,country_other,station_name,short_sample_code,sample_code,provider_code,national_code,code_ec_wise,code_ec_other,code_other,specific_locations,longitude_decimal,latitude_decimal,dpc_id,altitude,dpr_id,dpr_other,ds_passive_sampling_stretch,ds_stretch_start_and_end,ds_longitude_start_point_decimal,ds_latitude_start_point_decimal,ds_longitude_end_point_decimal,ds_latitude_end_point_decimal,ds_dpc_id,ds_altitude,ds_dpr_id,ds_dpr_other,matrix_id,matrix_other,type_sampling_id,type_sampling_other,passive_sampler_id,passive_sampler_other,sampler_type_id,sampler_type_other,sampler_mass,sampler_surface_area,date_sampling_start_day,date_sampling_start_month,date_sampling_start_year,exposure_time_days,exposure_time_hours,date_of_analysis,time_of_analysis,name,basin_name_id,basin_name_other,dts_id,dts_other,dtm_id,dtm_other,dic_id,concentration_value,unit,title_of_project,ph,temperature,spm_conc,salinity,doc,hardness,o2_1,o2_2,bod5,h2s,p_po4,n_no2,tss,p_total,n_no3,n_total,remark_1,remark_2,am_id,org_id,orig_compound,orig_cas_no,p_determinand_id,p_a_exposure_time,p_a_cruise_dates,p_a_river_km,p_a_sampler_sheets_disks_nr,p_a_sample_code
107,445,XX,,,,,,,,,,,,,,,0,,7 to 9,stretch 7-9 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.117,173,6,9,2013,0,"",2014-04-17,00:00:00,,0,,,,,,1,0.0017,µg/sampler,,,,,,,,,,,,,,,,,,"",,8,1,0,"",8,"",6.9.-26.9.,926-71,10,""
113,107,XX,,,,,,,,,,,,,,,0,,2,Passau-Bratislava,,,,,0,,0,,1,"",0,"",2,"",1,,3.2651,173,17,8,2013,6,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,9,1,0,"",9,"",17.8.-21.8.,2225-1852,10,""
114,107,XX,,,,,,,,,,,,,,,0,,3,Bratislava-Budapest,,,,,0,,0,,1,"",0,"",2,"",1,,3.2851,173,22,8,2013,5,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,9,1,0,"",9,"",22.8.-26.8.,1852-1632,10,""
115,107,XX,,,,,,,,,,,,,,,0,,4,Budapest-Vukovar,,,,,0,,0,,1,"",0,"",2,"",1,,3.3994,173,28,8,2013,4,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,9,1,0,"",9,"",28.8.-31.8.,1648-1297,10,""
116,107,XX,,,,,,,,,,,,,,,0,,5,Vukovar-Belgrade,,,,,0,,0,,1,"",0,"",2,"",1,,3.1704,173,1,9,2013,5,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,9,1,0,"",9,"",1.9.-4.9.,1297-1159,10,""
117,107,XX,,,,,,,,,,,,,,,0,,6,Belgrade-Turnu-Severin,,,,,0,,0,,1,"",0,"",2,"",1,,3.19170000000001,173,6,9,2013,5,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,9,1,0,"",9,"",6.9.-10.9.,1159-930,10,""
118,107,XX,,,,,,,,,,,,,,,0,,7,Turnu-Severin-Ruse,,,,,0,,0,,1,"",0,"",2,"",1,,3.45490000000001,173,12,9,2013,7,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,9,1,0,"",9,"",12.9.-16.9.,930-464,10,""
119,107,XX,,,,,,,,,,,,,,,0,,8,Ruse-Braila,,,,,0,,0,,1,"",0,"",2,"",1,,3.1242,173,18,9,2013,4,"",2014-04-17,00:00:00,,0,,,,,,1,0.0004,µg/sampler,,,,,,,,,,,,,,,,,,"",,9,1,0,"",9,"",18.9.-21.9.,464-170,10,""
120,107,XX,,,,,,,,,,,,,,,0,,9,Braila-Tulcea,,,,,0,,0,,1,"",0,"",2,"",1,,3.32380000000001,173,22,9,2013,6,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,9,1,0,"",9,"",22.9.-26.9.,170-71,10,""
121,107,XX,,,,,,,,,,,,,,,0,,1  to 3,stretch 1-3 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.5,173,13,8,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,9,1,0,"",9,"",13.8.-26.8.,2225-1632,10,""
122,107,XX,,,,,,,,,,,,,,,0,,4 to 6,stretch 4-6 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.1454,173,28,8,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,9,1,0,"",9,"",28.8.-4.9.,1623-926,10,""
123,107,XX,,,,,,,,,,,,,,,0,,7 to 9,stretch 7-9 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.117,173,6,9,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,9,1,0,"",9,"",6.9.-26.9.,926-71,10,""
129,251,XX,,,,,,,,,,,,,,,0,,2,Passau-Bratislava,,,,,0,,0,,1,"",0,"",2,"",1,,3.2651,173,17,8,2013,6,"",2014-04-17,00:00:00,,0,,,,,,1,0.2142,µg/sampler,,,,,,,,,,,,,,,,,,"",,10,1,0,"",10,"",17.8.-21.8.,2225-1852,10,""
130,251,XX,,,,,,,,,,,,,,,0,,3,Bratislava-Budapest,,,,,0,,0,,1,"",0,"",2,"",1,,3.2851,173,22,8,2013,5,"",2014-04-17,00:00:00,,0,,,,,,1,0.065,µg/sampler,,,,,,,,,,,,,,,,,,"",,10,1,0,"",10,"",22.8.-26.8.,1852-1632,10,""
131,251,XX,,,,,,,,,,,,,,,0,,4,Budapest-Vukovar,,,,,0,,0,,1,"",0,"",2,"",1,,3.3994,173,28,8,2013,4,"",2014-04-17,00:00:00,,0,,,,,,1,0.1241,µg/sampler,,,,,,,,,,,,,,,,,,"",,10,1,0,"",10,"",28.8.-31.8.,1648-1297,10,""
132,251,XX,,,,,,,,,,,,,,,0,,5,Vukovar-Belgrade,,,,,0,,0,,1,"",0,"",2,"",1,,3.1704,173,1,9,2013,5,"",2014-04-17,00:00:00,,0,,,,,,1,0.0294,µg/sampler,,,,,,,,,,,,,,,,,,"",,10,1,0,"",10,"",1.9.-4.9.,1297-1159,10,""
133,251,XX,,,,,,,,,,,,,,,0,,6,Belgrade-Turnu-Severin,,,,,0,,0,,1,"",0,"",2,"",1,,3.19170000000001,173,6,9,2013,5,"",2014-04-17,00:00:00,,0,,,,,,1,0.0349,µg/sampler,,,,,,,,,,,,,,,,,,"",,10,1,0,"",10,"",6.9.-10.9.,1159-930,10,""
134,251,XX,,,,,,,,,,,,,,,0,,7,Turnu-Severin-Ruse,,,,,0,,0,,1,"",0,"",2,"",1,,3.45490000000001,173,12,9,2013,7,"",2014-04-17,00:00:00,,0,,,,,,1,0.0318,µg/sampler,,,,,,,,,,,,,,,,,,"",,10,1,0,"",10,"",12.9.-16.9.,930-464,10,""
135,251,XX,,,,,,,,,,,,,,,0,,8,Ruse-Braila,,,,,0,,0,,1,"",0,"",2,"",1,,3.1242,173,18,9,2013,4,"",2014-04-17,00:00:00,,0,,,,,,1,0.0577,µg/sampler,,,,,,,,,,,,,,,,,,"",,10,1,0,"",10,"",18.9.-21.9.,464-170,10,""
136,251,XX,,,,,,,,,,,,,,,0,,9,Braila-Tulcea,,,,,0,,0,,1,"",0,"",2,"",1,,3.32380000000001,173,22,9,2013,6,"",2014-04-17,00:00:00,,0,,,,,,1,0.0204,µg/sampler,,,,,,,,,,,,,,,,,,"",,10,1,0,"",10,"",22.9.-26.9.,170-71,10,""
137,251,XX,,,,,,,,,,,,,,,0,,1  to 3,stretch 1-3 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.5,173,13,8,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,10,1,0,"",10,"",13.8.-26.8.,2225-1632,10,""
138,251,XX,,,,,,,,,,,,,,,0,,4 to 6,stretch 4-6 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.1454,173,28,8,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,10,1,0,"",10,"",28.8.-4.9.,1623-926,10,""
139,251,XX,,,,,,,,,,,,,,,0,,7 to 9,stretch 7-9 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.117,173,6,9,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,10,1,0,"",10,"",6.9.-26.9.,926-71,10,""
145,5373,XX,,,,,,,,,,,,,,,0,,2,Passau-Bratislava,,,,,0,,0,,1,"",0,"",0,"",1,,3.2651,"",17,8,2013,6,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,7,1,0,"",7,"",17.8.-21.8.,2225-1852,10,""
146,5373,XX,,,,,,,,,,,,,,,0,,3,Bratislava-Budapest,,,,,0,,0,,1,"",0,"",0,"",1,,3.2851,"",22,8,2013,5,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,7,1,0,"",7,"",22.8.-26.8.,1852-1632,10,""
147,5373,XX,,,,,,,,,,,,,,,0,,4,Budapest-Vukovar,,,,,0,,0,,1,"",0,"",0,"",1,,3.3994,"",28,8,2013,4,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,7,1,0,"",7,"",28.8.-31.8.,1648-1297,10,""
148,5373,XX,,,,,,,,,,,,,,,0,,5,Vukovar-Belgrade,,,,,0,,0,,1,"",0,"",0,"",1,,3.1704,"",1,9,2013,5,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,7,1,0,"",7,"",1.9.-4.9.,1297-1159,10,""
149,5373,XX,,,,,,,,,,,,,,,0,,6,Belgrade-Turnu-Severin,,,,,0,,0,,1,"",0,"",0,"",1,,3.19170000000001,"",6,9,2013,5,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,7,1,0,"",7,"",6.9.-10.9.,1159-930,10,""
150,5373,XX,,,,,,,,,,,,,,,0,,7,Turnu-Severin-Ruse,,,,,0,,0,,1,"",0,"",0,"",1,,3.45490000000001,"",12,9,2013,7,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,7,1,0,"",7,"",12.9.-16.9.,930-464,10,""
151,5373,XX,,,,,,,,,,,,,,,0,,8,Ruse-Braila,,,,,0,,0,,1,"",0,"",0,"",1,,3.1242,"",18,9,2013,4,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,7,1,0,"",7,"",18.9.-21.9.,464-170,10,""
152,5373,XX,,,,,,,,,,,,,,,0,,9,Braila-Tulcea,,,,,0,,0,,1,"",0,"",0,"",1,,3.32380000000001,"",22,9,2013,6,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,7,1,0,"",7,"",22.9.-26.9.,170-71,10,""
153,5373,XX,,,,,,,,,,,,,,,0,,1  to 3,stretch 1-3 (field blank),,,,,0,,0,,1,"",0,"",0,"",2,,3.5,"",13,8,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,7,1,0,"",7,"",13.8.-26.8.,2225-1632,10,""
154,5373,XX,,,,,,,,,,,,,,,0,,4 to 6,stretch 4-6 (field blank),,,,,0,,0,,1,"",0,"",0,"",2,,3.1454,"",28,8,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,7,1,0,"",7,"",28.8.-4.9.,1623-926,10,""
155,5373,XX,,,,,,,,,,,,,,,0,,7 to 9,stretch 7-9 (field blank),,,,,0,,0,,1,"",0,"",0,"",2,,3.117,"",6,9,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,7,1,0,"",7,"",6.9.-26.9.,926-71,10,""
161,8266,XX,,,,,,,,,,,,,,,0,,2,Passau-Bratislava,,,,,0,,0,,1,"",0,"",2,"",1,,3.2651,173,17,8,2013,6,"",2014-04-17,00:00:00,,0,,,,,,1,0.0072,µg/sampler,,,,,,,,,,,,,,,,,,"",,11,1,0,"",11,"",17.8.-21.8.,2225-1852,10,""
162,8266,XX,,,,,,,,,,,,,,,0,,3,Bratislava-Budapest,,,,,0,,0,,1,"",0,"",2,"",1,,3.2851,173,22,8,2013,5,"",2014-04-17,00:00:00,,0,,,,,,1,0.0044,µg/sampler,,,,,,,,,,,,,,,,,,"",,11,1,0,"",11,"",22.8.-26.8.,1852-1632,10,""
163,8266,XX,,,,,,,,,,,,,,,0,,4,Budapest-Vukovar,,,,,0,,0,,1,"",0,"",2,"",1,,3.3994,173,28,8,2013,4,"",2014-04-17,00:00:00,,0,,,,,,1,0.0124,µg/sampler,,,,,,,,,,,,,,,,,,"",,11,1,0,"",11,"",28.8.-31.8.,1648-1297,10,""
164,8266,XX,,,,,,,,,,,,,,,0,,5,Vukovar-Belgrade,,,,,0,,0,,1,"",0,"",2,"",1,,3.1704,173,1,9,2013,5,"",2014-04-17,00:00:00,,0,,,,,,1,0.0146,µg/sampler,,,,,,,,,,,,,,,,,,"",,11,1,0,"",11,"",1.9.-4.9.,1297-1159,10,""
165,8266,XX,,,,,,,,,,,,,,,0,,6,Belgrade-Turnu-Severin,,,,,0,,0,,1,"",0,"",2,"",1,,3.19170000000001,173,6,9,2013,5,"",2014-04-17,00:00:00,,0,,,,,,1,0.0344,µg/sampler,,,,,,,,,,,,,,,,,,"",,11,1,0,"",11,"",6.9.-10.9.,1159-930,10,""
166,8266,XX,,,,,,,,,,,,,,,0,,7,Turnu-Severin-Ruse,,,,,0,,0,,1,"",0,"",2,"",1,,3.45490000000001,173,12,9,2013,7,"",2014-04-17,00:00:00,,0,,,,,,1,0.0288,µg/sampler,,,,,,,,,,,,,,,,,,"",,11,1,0,"",11,"",12.9.-16.9.,930-464,10,""
167,8266,XX,,,,,,,,,,,,,,,0,,8,Ruse-Braila,,,,,0,,0,,1,"",0,"",2,"",1,,3.1242,173,18,9,2013,4,"",2014-04-17,00:00:00,,0,,,,,,1,0.041,µg/sampler,,,,,,,,,,,,,,,,,,"",,11,1,0,"",11,"",18.9.-21.9.,464-170,10,""
168,8266,XX,,,,,,,,,,,,,,,0,,9,Braila-Tulcea,,,,,0,,0,,1,"",0,"",2,"",1,,3.32380000000001,173,22,9,2013,6,"",2014-04-17,00:00:00,,0,,,,,,1,0.0357,µg/sampler,,,,,,,,,,,,,,,,,,"",,11,1,0,"",11,"",22.9.-26.9.,170-71,10,""
169,8266,XX,,,,,,,,,,,,,,,0,,1  to 3,stretch 1-3 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.5,173,13,8,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,11,1,0,"",11,"",13.8.-26.8.,2225-1632,10,""
170,8266,XX,,,,,,,,,,,,,,,0,,4 to 6,stretch 4-6 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.1454,173,28,8,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,11,1,0,"",11,"",28.8.-4.9.,1623-926,10,""
171,8266,XX,,,,,,,,,,,,,,,0,,7 to 9,stretch 7-9 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.117,173,6,9,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,11,1,0,"",11,"",6.9.-26.9.,926-71,10,""
177,7718,XX,,,,,,,,,,,,,,,0,,2,Passau-Bratislava,,,,,0,,0,,1,"",0,"",2,"",1,,3.2651,173,17,8,2013,6,"",2014-04-17,00:00:00,,0,,,,,,1,0.0022,µg/sampler,,,,,,,,,,,,,,,,,,"",,12,1,0,"",12,"",17.8.-21.8.,2225-1852,10,""
178,7718,XX,,,,,,,,,,,,,,,0,,3,Bratislava-Budapest,,,,,0,,0,,1,"",0,"",2,"",1,,3.2851,173,22,8,2013,5,"",2014-04-17,00:00:00,,0,,,,,,1,0.0013,µg/sampler,,,,,,,,,,,,,,,,,,"",,12,1,0,"",12,"",22.8.-26.8.,1852-1632,10,""
179,7718,XX,,,,,,,,,,,,,,,0,,4,Budapest-Vukovar,,,,,0,,0,,1,"",0,"",2,"",1,,3.3994,173,28,8,2013,4,"",2014-04-17,00:00:00,,0,,,,,,1,0.0066,µg/sampler,,,,,,,,,,,,,,,,,,"",,12,1,0,"",12,"",28.8.-31.8.,1648-1297,10,""
180,7718,XX,,,,,,,,,,,,,,,0,,5,Vukovar-Belgrade,,,,,0,,0,,1,"",0,"",2,"",1,,3.1704,173,1,9,2013,5,"",2014-04-17,00:00:00,,0,,,,,,1,0.0035,µg/sampler,,,,,,,,,,,,,,,,,,"",,12,1,0,"",12,"",1.9.-4.9.,1297-1159,10,""
181,7718,XX,,,,,,,,,,,,,,,0,,6,Belgrade-Turnu-Severin,,,,,0,,0,,1,"",0,"",2,"",1,,3.19170000000001,173,6,9,2013,5,"",2014-04-17,00:00:00,,0,,,,,,1,0.0061,µg/sampler,,,,,,,,,,,,,,,,,,"",,12,1,0,"",12,"",6.9.-10.9.,1159-930,10,""
182,7718,XX,,,,,,,,,,,,,,,0,,7,Turnu-Severin-Ruse,,,,,0,,0,,1,"",0,"",2,"",1,,3.45490000000001,173,12,9,2013,7,"",2014-04-17,00:00:00,,0,,,,,,1,0.0009,µg/sampler,,,,,,,,,,,,,,,,,,"",,12,1,0,"",12,"",12.9.-16.9.,930-464,10,""
183,7718,XX,,,,,,,,,,,,,,,0,,8,Ruse-Braila,,,,,0,,0,,1,"",0,"",2,"",1,,3.1242,173,18,9,2013,4,"",2014-04-17,00:00:00,,0,,,,,,1,0.0033,µg/sampler,,,,,,,,,,,,,,,,,,"",,12,1,0,"",12,"",18.9.-21.9.,464-170,10,""
184,7718,XX,,,,,,,,,,,,,,,0,,9,Braila-Tulcea,,,,,0,,0,,1,"",0,"",2,"",1,,3.32380000000001,173,22,9,2013,6,"",2014-04-17,00:00:00,,0,,,,,,1,0.0023,µg/sampler,,,,,,,,,,,,,,,,,,"",,12,1,0,"",12,"",22.9.-26.9.,170-71,10,""
185,7718,XX,,,,,,,,,,,,,,,0,,1  to 3,stretch 1-3 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.5,173,13,8,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,12,1,0,"",12,"",13.8.-26.8.,2225-1632,10,""
186,7718,XX,,,,,,,,,,,,,,,0,,4 to 6,stretch 4-6 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.1454,173,28,8,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,12,1,0,"",12,"",28.8.-4.9.,1623-926,10,""
187,7718,XX,,,,,,,,,,,,,,,0,,7 to 9,stretch 7-9 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.117,173,6,9,2013,0,"",2014-04-17,00:00:00,,0,,,,,,1,0.0018,µg/sampler,,,,,,,,,,,,,,,,,,"",,12,1,0,"",12,"",6.9.-26.9.,926-71,10,""
193,384,XX,,,,,,,,,,,,,,,0,,2,Passau-Bratislava,,,,,0,,0,,1,"",0,"",2,"",1,,3.2651,173,17,8,2013,6,"",2014-04-17,00:00:00,,0,,,,,,1,0.0047,µg/sampler,,,,,,,,,,,,,,,,,,"",,13,1,0,"",13,"",17.8.-21.8.,2225-1852,10,""
194,384,XX,,,,,,,,,,,,,,,0,,3,Bratislava-Budapest,,,,,0,,0,,1,"",0,"",2,"",1,,3.2851,173,22,8,2013,5,"",2014-04-17,00:00:00,,0,,,,,,1,0.0009,µg/sampler,,,,,,,,,,,,,,,,,,"",,13,1,0,"",13,"",22.8.-26.8.,1852-1632,10,""
195,384,XX,,,,,,,,,,,,,,,0,,4,Budapest-Vukovar,,,,,0,,0,,1,"",0,"",2,"",1,,3.3994,173,28,8,2013,4,"",2014-04-17,00:00:00,,0,,,,,,1,0.0017,µg/sampler,,,,,,,,,,,,,,,,,,"",,13,1,0,"",13,"",28.8.-31.8.,1648-1297,10,""
196,384,XX,,,,,,,,,,,,,,,0,,5,Vukovar-Belgrade,,,,,0,,0,,1,"",0,"",2,"",1,,3.1704,173,1,9,2013,5,"",2014-04-17,00:00:00,,0,,,,,,1,0.0008,µg/sampler,,,,,,,,,,,,,,,,,,"",,13,1,0,"",13,"",1.9.-4.9.,1297-1159,10,""
197,384,XX,,,,,,,,,,,,,,,0,,6,Belgrade-Turnu-Severin,,,,,0,,0,,1,"",0,"",2,"",1,,3.19170000000001,173,6,9,2013,5,"",2014-04-17,00:00:00,,0,,,,,,1,0.0018,µg/sampler,,,,,,,,,,,,,,,,,,"",,13,1,0,"",13,"",6.9.-10.9.,1159-930,10,""
198,384,XX,,,,,,,,,,,,,,,0,,7,Turnu-Severin-Ruse,,,,,0,,0,,1,"",0,"",2,"",1,,3.45490000000001,173,12,9,2013,7,"",2014-04-17,00:00:00,,0,,,,,,1,0.0011,µg/sampler,,,,,,,,,,,,,,,,,,"",,13,1,0,"",13,"",12.9.-16.9.,930-464,10,""
199,384,XX,,,,,,,,,,,,,,,0,,8,Ruse-Braila,,,,,0,,0,,1,"",0,"",2,"",1,,3.1242,173,18,9,2013,4,"",2014-04-17,00:00:00,,0,,,,,,1,0.0026,µg/sampler,,,,,,,,,,,,,,,,,,"",,13,1,0,"",13,"",18.9.-21.9.,464-170,10,""
200,384,XX,,,,,,,,,,,,,,,0,,9,Braila-Tulcea,,,,,0,,0,,1,"",0,"",2,"",1,,3.32380000000001,173,22,9,2013,6,"",2014-04-17,00:00:00,,0,,,,,,1,0.0011,µg/sampler,,,,,,,,,,,,,,,,,,"",,13,1,0,"",13,"",22.9.-26.9.,170-71,10,""
201,384,XX,,,,,,,,,,,,,,,0,,1  to 3,stretch 1-3 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.5,173,13,8,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,13,1,0,"",13,"",13.8.-26.8.,2225-1632,10,""
202,384,XX,,,,,,,,,,,,,,,0,,4 to 6,stretch 4-6 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.1454,173,28,8,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,13,1,0,"",13,"",28.8.-4.9.,1623-926,10,""
203,384,XX,,,,,,,,,,,,,,,0,,7 to 9,stretch 7-9 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.117,173,6,9,2013,0,"",2014-04-17,00:00:00,,0,,,,,,1,0.0001,µg/sampler,,,,,,,,,,,,,,,,,,"",,13,1,0,"",13,"",6.9.-26.9.,926-71,10,""
209,2187,XX,,,,,,,,,,,,,,,0,,2,Passau-Bratislava,,,,,0,,0,,1,"",0,"",2,"",1,,3.2651,173,17,8,2013,6,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,14,1,0,"",14,"",17.8.-21.8.,2225-1852,10,""
210,2187,XX,,,,,,,,,,,,,,,0,,3,Bratislava-Budapest,,,,,0,,0,,1,"",0,"",2,"",1,,3.2851,173,22,8,2013,5,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,14,1,0,"",14,"",22.8.-26.8.,1852-1632,10,""
211,2187,XX,,,,,,,,,,,,,,,0,,4,Budapest-Vukovar,,,,,0,,0,,1,"",0,"",2,"",1,,3.3994,173,28,8,2013,4,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,14,1,0,"",14,"",28.8.-31.8.,1648-1297,10,""
212,2187,XX,,,,,,,,,,,,,,,0,,5,Vukovar-Belgrade,,,,,0,,0,,1,"",0,"",2,"",1,,3.1704,173,1,9,2013,5,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,14,1,0,"",14,"",1.9.-4.9.,1297-1159,10,""
213,2187,XX,,,,,,,,,,,,,,,0,,6,Belgrade-Turnu-Severin,,,,,0,,0,,1,"",0,"",2,"",1,,3.19170000000001,173,6,9,2013,5,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,14,1,0,"",14,"",6.9.-10.9.,1159-930,10,""
214,2187,XX,,,,,,,,,,,,,,,0,,7,Turnu-Severin-Ruse,,,,,0,,0,,1,"",0,"",2,"",1,,3.45490000000001,173,12,9,2013,7,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,14,1,0,"",14,"",12.9.-16.9.,930-464,10,""
215,2187,XX,,,,,,,,,,,,,,,0,,8,Ruse-Braila,,,,,0,,0,,1,"",0,"",2,"",1,,3.1242,173,18,9,2013,4,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,14,1,0,"",14,"",18.9.-21.9.,464-170,10,""
216,2187,XX,,,,,,,,,,,,,,,0,,9,Braila-Tulcea,,,,,0,,0,,1,"",0,"",2,"",1,,3.32380000000001,173,22,9,2013,6,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,14,1,0,"",14,"",22.9.-26.9.,170-71,10,""
217,2187,XX,,,,,,,,,,,,,,,0,,1  to 3,stretch 1-3 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.5,173,13,8,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,14,1,0,"",14,"",13.8.-26.8.,2225-1632,10,""
218,2187,XX,,,,,,,,,,,,,,,0,,4 to 6,stretch 4-6 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.1454,173,28,8,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,14,1,0,"",14,"",28.8.-4.9.,1623-926,10,""
219,2187,XX,,,,,,,,,,,,,,,0,,7 to 9,stretch 7-9 (field blank),,,,,0,,0,,1,"",0,"",2,"",2,,3.117,173,6,9,2013,0,"",2014-04-17,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,14,1,0,"",14,"",6.9.-26.9.,926-71,10,""
225,265,XX,,,,,,,,,,,,,,,0,,2,Passau-Bratislava,,,,,0,,0,,1,"",0,"",2,"",1,,3.2651,173,17,8,2013,6,"",2014-04-17,00:00:00,,0,,,,,,1,0.149,µg/sampler,,,,,,,,,,,,,,,,,,"",,15,1,0,"",15,"",17.8.-21.8.,2225-1852,10,""
226,265,XX,,,,,,,,,,,,,,,0,,3,Bratislava-Budapest,,,,,0,,0,,1,"",0,"",2,"",1,,3.2851,173,22,8,2013,5,"",2014-04-17,00:00:00,,0,,,,,,1,0.038,µg/sampler,,,,,,,,,,,,,,,,,,"",,15,1,0,"",15,"",22.8.-26.8.,1852-1632,10,""
