analysis_id,sample_matrix_id,sample_matrix_other,gene_name,gene_description,gene_family,associated_phenotype,monogenic_phenotype,forward_primer,reverse_primer,dye_probe_based,probe_sequence,plasmid_genome_standards,multi_drug_resistance_phenotype,genetic_marker,genetic_marker_specify,common_bacterial_host,concentration_data_id,concentration_id,concentration_abundance_per_ml,concentration_abundance_per_ng,concentration_abundance,prevalence,sampling_date_day,sampling_date_month,sampling_date_year,sampling_date_hour,sampling_date_minute,method_id,source_id,coordinate_id,remark
88,8,One month after TWW irrigation,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,2301.933349609375,,,0.0000070261753535305616,22,7,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
89,8,One month after TWW irrigation,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,2150.63330078125,,,0.000006821266651968472,22,7,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
90,8,One month after TWW irrigation,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,3449.550048828125,,,0.00001019470983010251,22,7,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
91,8,One month after TWW irrigation,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,1599.5,,,0,22,7,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
92,8,One month after TWW irrigation,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,22,7,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
93,8,One month after TWW irrigation,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,22,7,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
94,8,Three Months after TWW irrigation,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,250.5,,,0.00000025688916593935573,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
95,8,Three Months after TWW irrigation,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
96,8,Three Months after TWW irrigation,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,366.75,,,0.0000003658374509996065,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
97,8,Three Months after TWW irrigation,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,596.25,,,0.0000012801900766135077,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
98,8,Three Months after TWW irrigation,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,900.5,,,0.0000012907142945550731,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
99,8,Three Months after TWW irrigation,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,534.25,,,0.0000014427104133574176,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
100,8,Three Months after TWW irrigation,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,33441.75,,,0.0000007986507739587978,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
101,8,Three Months after TWW irrigation,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,200.5,,,0.0000007220087923087704,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
102,8,Three Months after TWW irrigation,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,1,306.125,,,0.00046870994265191257,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
103,8,Two Months after Irri. Break,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,14,12,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
104,8,Two Months after Irri. Break,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,14,12,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
105,8,Two Months after Irri. Break,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,14,12,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
106,8,Two Months after Irri. Break,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,14,12,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
107,8,Two Months after Irri. Break,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,14,12,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
108,8,Two Months after Irri. Break,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,14,12,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
109,8,Two Months after Irri. Break,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,14,12,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
110,8,Two Months after Irri. Break,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,14,12,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
111,8,Two Months after Irri. Break,blaOXA-58,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,14,12,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
112,8,Prior irrigation,blaCXT-M-32,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,20,6,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
113,8,Prior irrigation,blaCXT-M-32,β-lactamase/oxacillinase,β-lactamases,resistance to β-lactams (oxacillins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,20,6,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
114,8,Prior irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,20,6,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
115,8,Prior irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,20,6,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
116,8,Prior irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,20,6,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
117,8,Prior irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,20,6,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
118,8,Prior irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,20,6,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
119,8,Prior irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,20,6,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
120,8,Prior irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,20,6,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
121,8,Prior irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,20,6,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
122,8,One month after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,22,7,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
123,8,One month after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,22,7,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
124,8,One month after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,22,7,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
125,8,One month after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,22,7,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
126,8,One month after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,22,7,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
127,8,One month after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,22,7,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
128,8,One month after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,22,7,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
129,8,One month after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,22,7,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
130,8,One month after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,22,7,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
131,8,Three Months after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
132,8,Three Months after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
133,8,Three Months after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
134,8,Three Months after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
135,8,Three Months after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
136,8,Three Months after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
137,8,Three Months after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
138,8,Three Months after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
139,8,Three Months after TWW irrigation,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,17,9,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
140,8,Two Months after Irri. Break,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,14,12,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
141,8,Two Months after Irri. Break,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,14,12,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
142,8,Two Months after Irri. Break,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,14,12,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
143,8,Two Months after Irri. Break,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,14,12,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
144,8,Two Months after Irri. Break,blaCXT-M-32,β-lactamase/cephalosporinase,β-lactamases,resistance to β-lactams (cephalosporins),Yes,,,,,,Yes,No,"","",1,2,0,,,0,14,12,2018,"","",2,1,1,Samples <LOQ are placed as 0. You may need to change that  to <LOQ but the datasheet did not allowed that.
